,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry,Job Title
8791, Not Disclosed by Recruiter ,2 - 5 yrs, Executive| Compliance| Accounting| Finance| Project management| Standard operating procedures| Strategic planning| Budgeting| Auditing,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Travel , Hotels , Restaurants , Airlines , Railways",Accounts Manager
8793, Not Disclosed by Recruiter ,10 - 18 yrs, FPGA| Debugging| Python| Timing closure| formal verification| EDA tools| Silicon| ASIC Design| RTL| Emulators,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design",IT-Hardware & Networking,Software Developer
8794, Not Disclosed by Recruiter ,0 - 4 yrs,Maven| continuous integration| PDF| Db2| UML| JBoss| Eclipse| Subversion| ibm integration bus,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
8795, Not Disclosed by Recruiter ,3 - 6 yrs, Procurement| Supply chain| Material management| GRN| ERP system| Pharma| Packaging| Clinical research| Computer savvy| Logistics,Purchase/Material Management,Purchase / Logistics / Supply Chain,"Recruitment, Staffing",Purchase/Vendor Development Manager
8796, Not Disclosed by Recruiter ,2 - 7 yrs, HR Administrator| Employee relations| Payroll processing| Payroll| executive hr administrator| General Administrator| Recruitment| admin executive| Web designing| DEC,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Strategy, Management Consulting Firms",HR Executive
8797, Not Disclosed by Recruiter ,0 - 2 yrs, Computer science| Telecom| Public relations| Business studies| Pharmacy| Botany| Hotel management| Healthcare| Physical education,University Level,"Teaching , Education , Training , Counselling","BPO, Call Centre, ITeS",Lecturer/Professor
8798, Not Disclosed by Recruiter ,1 - 3 yrs, assembly language| Six Sigma| JavaScript| .NET| HTML| Oracle| Python| SQL,Programming & Design,"IT Software - Application Programming , Maintenance",Legal,Software Developer
8799, Not Disclosed by Recruiter ,2 - 5 yrs, Trade| Cooking| Safety training| Cook| commis| Management| LBS| Testing,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Commis
8800, Not Disclosed by Recruiter ,9 - 13 yrs,Sales Head| eCommerce| Sales| Key Account Management| Institutional Sales| B2B Sales| Corporate Sales,Senior Management,"Sales , Retail , Business Development","Internet, Ecommerce",Head/VP/GM/National Manager -Sales
8801, Not Disclosed by Recruiter ,2 - 5 yrs, Estimation Engineering| PWD,Engineering Design,"Engineering Design , R&D","Oil and Gas, Energy, Power, Infrastructure",Design Engineer
8802, Not Disclosed by Recruiter ,5 - 8 yrs,Java| Hibernate| NoSQL| Multithreading| TDD| MySQL| MongoDB| J2EE| Spring,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8803, Not Disclosed by Recruiter ,10 - 15 yrs, Plastic sales| polymer sales| cipet sales| rubber sales| moulding sales| plastic marketing| plastic business developmen| plastic bd| OEM Plastic| oem polymer| Gurgaon| delhi| noida| manesar| bawal| Pune| mumbai| maharashtra| chennai| Tamilnadu,Retail Sales,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
8804, Not Disclosed by Recruiter ,3 - 6 yrs, Selenium Testing| Selenium Webdriver| Selenium| Selenium IDE,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8805, Not Disclosed by Recruiter ,2 - 5 yrs, Web technologies| Customer engagement,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Associate/Senior Associate -(Technical)
8806, Not Disclosed by Recruiter ,0 - 2 yrs, aix| performance tuning| network security| capacity planning| operating system| procedures| system design| disaster recovery| co| unix,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",Network Administrator
8808, Not Disclosed by Recruiter ,2 - 7 yrs, gsm| electronics| peripherals| technical sales| thermal| selling| communication,Corporate Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
8809, Best in the Industry ,6 - 11 yrs, sales| pp| pe| marketing| polymer| plastic,Retail Sales,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager
8810, Not Disclosed by Recruiter ,2 - 5 yrs, purchase management| purchase| SCM| material management| purchasing,Purchase/Material Management,Purchase / Logistics / Supply Chain,"Recruitment, Staffing",Purchase/Vendor Development Manager
8811, Not Disclosed by Recruiter ,1 - 3 yrs, BPO| Telecom| Pharma| Management consulting| Security services| Market research| FMCG| Business intelligence| Analytics| Financial services,Programming & Design,IT Software - System Programming,"Recruitment, Staffing",Software Developer
8812,"15,00,000 - 18,00,000 PA.",4 - 8 yrs, Compliance| Accounting| Direct Tax| Finance| Gst| Indirect Taxation| Auditing| Transfer Pricing| Tax Audit| US GAAP| company Act| audit| international taxation| Taxation| IFRS,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","KPO, Research, Analytics",Taxation(Direct) Manager
8813, Not Disclosed by Recruiter ,3 - 6 yrs, Unix| Windows| Oracle| Application integration| rest| Tomcat| development| interfaces| LDAP| development testing| technical| Access management| testing| Research| sql| database| java| application| sailpoint| api| soap| applications| deployment,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8814, Not Disclosed by Recruiter ,6 - 11 yrs, C| C++| Java| UNIX| Linux| design patterns| data structures| test driven development,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer
8815, Not Disclosed by Recruiter ,2 - 3 yrs,css| html5| wamp| html| LAMP| angularjs| javascript,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8816, Not Disclosed by Recruiter ,4 - 8 yrs, C| Python| Six Sigma| PMP| .NET| HTML| SQL| Oracle| assembly language| Real Time Operating Systems| website| linux| xml| javascript| ajax| xhtml| jquery,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
8817, Not Disclosed by Recruiter ,10 - 15 yrs, Assistant Manager| Pharma| Formulation| HPLC| Email| Manager Quality Control| C| Troubleshooting| Inventory analysis| MSC,R&D,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Pharmacist/Chemist/Bio Chemist
8818,"1,75,000 - 5,00,000 PA.",1 - 5 yrs, Senior Sales Executive| Sales Operations| Customer Management| Sales Officer| TSM| Territory Sales Manager| customer manager| Area Sales Management| Distribution| Customer Complaints| ASM| Area Sales Manager,Retail Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Area Sales Manager
8819, Not Disclosed by Recruiter ,4 - 7 yrs, C#| CSS| LINQ| HTML| JSON| ASP.Net MVC| .NET Framework| SOAP| SQL| REST| and MVC| Javascript| ASP.NET| Entity Framework| WCF| Ajax,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8820, Not Disclosed by Recruiter ,0 - 3 yrs, Telecom| Service| Comp| Voice process| Customer Care Executive| Target| Outbound process| International voice process| Presentable| International BPO,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
8821, Not Disclosed by Recruiter ,0 - 5 yrs, digital sales| banking| financial services| finance| dealer sales| dealer network| Current Account| Saving Account| Casa| Cross Selling| Direct Sales| direct marketing,Corporate Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive/Officer
8823, Not Disclosed by Recruiter ,6 - 8 yrs,java servlets| javascript| xml| sql| application server| database design| linux administration| hl7| code review| java| architecture| design,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
8824, Not Disclosed by Recruiter ,0 - 4 yrs, bde| marketing executive| field executive| sales officer| business development executive| business development| salary| sales,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive/Officer
8825, Not Disclosed by Recruiter ,2 - 6 yrs, javascript| php| mysql| development| software development| wordpress| joomla| ajax| jquery| web| design| html| mvc| support| magento| applications,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8826, Not Disclosed by Recruiter ,3 - 5 yrs, MIS| Sales operations| Procurement| Marketing support| IPS| Operations| Performance improvement| Training and Development| Customer satisfaction| Marketing campaigns,Retail Sales,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
8827,"2,00,000 - 3,00,000 PA.",1 - 5 yrs, HR Generalist Activities| Payroll| HR Generalist| Leave Management| OD| Compensation Management| payroll management| salary administration| salary admin,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","FMCG, Foods, Beverage",HR Executive
8828, Not Disclosed by Recruiter ,1 - 4 yrs, ad sales| digital advertising| digital sales| digital media,Retail Sales,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales/Business Development Manager
8829, Not Disclosed by Recruiter ,0 - 2 yrs, BPO| Outbound| Sales process| US shift| Bonus| Technical support| International BPO,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
8830, Not Disclosed by Recruiter ,4 - 8 yrs, C#| Enterprise Application| LINQ| Windows Services| Entity Framework| WCF| SQL Server| ASP.Net MVC| JQuery| WF| Ajax| ASP .Net,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8831, Not Disclosed by Recruiter ,3 - 6 yrs, Core Java| Multithreading,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
8832,"4,25,000 - 9,25,000 PA.",4 - 9 yrs, Team Handling| team management| US IT Recruitment| Recruitment Management,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Manager
8833,"4,50,000 - 8,50,000 PA.",4 - 8 yrs, industrial automation| Solution Sales| sales| Business Development| marketing| lead generation,Corporate Sales,"Sales , Retail , Business Development","Electricals, Switchgears",Sales Executive/Officer
8834, Not Disclosed by Recruiter ,2 - 5 yrs, html| wordpress| joomla| cms| coding| interfaces| adobe photoshop| web applications| web standards| html css,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Graphic/Web Designer
8835, Not Disclosed by Recruiter ,5 - 8 yrs, Financial services| SQL| MVC| Unit testing| Front end| Application programming| User acceptance testing| PDF| System integration testing,Programming & Design,IT Software - Other,"Recruitment, Staffing",Software Developer
8836, Not Disclosed by Recruiter ,2 - 6 yrs,Product management| Computer science| B2B| Product innovation| Packaging| product life cycle| E-commerce| Data analytics| JIRA| International finance,Programming & Design,"IT Software - Systems , EDP , MIS","Media, Entertainment, Internet",Product Manager
8837, Not Disclosed by Recruiter ,4 - 6 yrs, Health insurance| Due diligence| Networking| Quantitative research| Consulting| Market research| Workflow| Senior Research Analyst| Forecasting| Secondary research,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Advertising, PR, MR, Event Management",Associate/Senior Associate -(Technical)
8838, Not Disclosed by Recruiter ,1 - 6 yrs, marketing sales| proteomics| biochemistry| products sales| microbiology| genomics| life science| sales marketing| media,Institutional Sales,"Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Sales Executive/Officer
8839, Not Disclosed by Recruiter ,2 - 7 yrs, Web technologies| XML| appcelerator| Javascript| JSON| jQuery mobile| Unit testing| Ajax| Android| android framework,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
8840,Openings: 1,1 - 3 Years,Multimedia Subsystem|solution engineer|product sales|ip multimedia subsystem|Bid Management|solution sales|SIP|VoLTE|Configurations|SDM|Diameter,System Design/Implementation/ERP/CRM,"IT Software - Network Administration , Security",Telecom / ISP,Solution Architect / Enterprise Architect
8841, Not Disclosed by Recruiter ,7 - 12 yrs, Technical Consultant| SAP CRM Consultant| SAP| SAP CRM Technical| SAP CRM| ABAP CRM| Abap - Hr| SAP PI| ABAP| SRM| SAP ABAP Consultant| SAP Consultant| SAP HR| sap abap crm| SAP ABAP| SAP SRM| SAP Basis| ALE| Bsp| CRM,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Team Lead/Technical Lead
